cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,1,0,24,2,1,0,2,2,1,1,1,1,77,20,77,20,49,0.359914420545,1.08995907605,60,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.279704864453,1,0.860217421805,77.0,1.2
1,1,1,1,24,2,1,1,1,0,1,1,2,1,88,23,23,88,52,0.27988393114,1.08992001788,21,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.409674828723,1,1.21015548456,33.0,1.3
1,1,1,1,24,2,1,1,1,0,1,1,3,1,90,7,7,90,106,0.289894840385,1.39996767185,17,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.279733106514,1,0.850196297344,33.0,1.0
1,1,0,0,24,1,2,1,1,0,1,1,4,1,125,144,125,144,90,0.329921952763,1.09999612423,119,[ 1.7],2,13,23,33,43,53,63,73,78,1,0.279669712101,1,1.18022160403,98.0,1.3
1,1,0,0,24,1,2,1,1,0,1,1,5,1,82,144,82,144,10,0.189941379698,1.77985283483,51,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.409642380397,1,1.19018534303,69.0,1.1
1,1,1,0,24,2,1,2,2,0,1,1,6,1,135,147,135,147,74,0.339877279232,1.68985379926,151,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.299706853417,1,1.20021427913,132.0,1.1
0,0,1,1,24,2,1,0,1,1,1,1,7,1,73,10,10,73,24,0.359911716519,1.71987000239,13,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.2796994564,1,1.08025672634,-5.0,1.2
0,0,1,1,24,2,1,0,1,1,1,1,8,1,171,144,144,171,85,0.429902153277,1.74986307107,140,[ 1.5],1,12,22,32,42,52,62,72,77,1,0.0896985881081,1,0.860246264763,110.0,1.4
1,1,1,0,24,2,1,2,2,0,1,1,9,1,170,162,170,162,177,0.319894819353,1.7598580566,163,[ 1.9],2,13,23,33,43,53,63,73,78,1,0.319661071235,1,2.01005898084,-179.0,1.1
0,0,0,1,24,1,2,0,2,2,1,1,10,1,173,32,32,173,64,0.459854361101,1.76990712268,27,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.349653539017,1,1.36014065748,43.0,1.1
0,0,0,0,24,1,2,0,1,1,1,1,11,1,30,86,30,86,114,0.449870191678,1.7698338135,25,[ 1.9],1,11,21,31,41,51,61,71,76,1,0.449661681141,1,1.67013813673,8.0,1.4
1,1,1,0,24,2,1,2,2,0,1,1,12,1,51,167,51,167,156,0.339888095341,1.67987593924,44,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.309685614786,1,1.27022664855,25.0,1.0
0,0,0,1,24,1,2,0,2,2,1,1,13,1,155,47,47,155,18,0.479911632396,1.98980461602,59,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.269667515831,1,1.04029451061,40.0,1.4
1,1,1,1,24,2,1,1,1,0,1,1,14,1,101,70,70,101,135,0.299890426812,1.5698469731,71,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.319698026271,1,1.05050281384,57.0,1.4
0,0,0,0,24,1,2,0,1,1,1,1,15,1,42,55,42,55,26,0.379910100113,1.2599378254,38,[ 1.6],1,11,21,31,41,51,61,71,76,1,0.409726205238,1,1.50023119432,18.0,1.3
1,1,0,1,24,1,2,2,2,0,1,1,16,1,149,41,41,149,64,0.289967548671,1.24016147248,43,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.429686432002,1,1.19023882268,28.0,1.3
0,0,0,0,24,1,2,0,1,1,1,1,17,1,28,22,28,22,3,0.409907975949,1.59987519413,14,[ 1.9],1,11,21,31,41,51,61,71,76,1,0.379610553997,1,1.21015878948,-1.0,1.1
0,0,0,0,24,1,2,0,1,1,1,1,18,1,17,90,17,90,176,0.399910887283,2.35977321024,11,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.359724537753,1,1.26030407085,27.0,1.5
0,0,0,1,24,1,2,0,2,2,1,1,19,1,135,36,36,135,138,0.419889741792,2.18974939377,67,[ 1.5],1,12,22,32,42,52,62,72,77,1,0.359717327015,1,1.32024844601,82.0,1.4
1,1,0,1,24,1,2,2,2,0,1,1,20,1,110,84,84,110,71,0.279927796468,1.37996327931,108,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.439629740571,1,1.15017295258,92.0,1.3
1,1,0,1,24,1,2,2,2,0,1,1,21,1,57,76,76,57,138,0.309946403178,1.5098719523,75,[ 1.9],2,14,24,34,44,54,64,74,79,1,0.509631293886,1,1.42012889797,59.0,1.1
0,0,1,1,24,2,1,0,1,1,1,1,22,1,131,133,133,131,102,0.5798512725,1.41987622166,114,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.599679602832,1,1.36015718209,94.0,1.4
1,1,1,1,24,2,1,1,1,0,1,1,23,1,179,152,152,179,135,0.329872378934,1.24989026157,160,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.419642173089,1,1.64012073181,143.0,1.1
1,1,0,0,24,1,2,1,1,0,1,1,24,1,100,83,100,83,160,0.289885526514,1.40986681465,98,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.279668810759,1,1.03026917989,84.0,1.5
0,0,0,1,24,1,2,0,2,2,1,1,25,1,129,101,101,129,127,0.439854775717,1.28993299721,97,[ 1.5],1,12,22,32,42,52,62,72,77,1,0.279667608969,1,1.08018702253,82.0,1.0
0,0,1,0,24,2,1,0,2,2,1,1,26,1,141,166,141,166,54,0.429902153277,1.71994120844,144,[ 1.5],1,11,21,31,41,51,61,71,76,1,0.279679025973,1,1.76010262083,163.0,1.4
1,1,0,1,24,1,2,2,2,0,1,1,27,1,26,95,95,26,74,0.279873115029,1.60003503217,102,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.46972195691,1,1.35017902162,87.0,1.3
0,0,1,0,24,2,1,0,2,2,1,1,28,1,108,11,108,11,127,0.469868274822,1.5199123054,96,[ 2.],1,11,21,31,41,51,61,71,76,1,0.279660398231,1,1.23016949142,80.0,1.5
1,1,1,0,24,2,1,2,2,0,1,1,29,1,9,16,9,16,94,0.289872006379,1.43985627796,12,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.269657901512,1,0.940182413668,-1.0,1.3
0,0,1,1,24,2,1,0,1,1,1,1,30,1,135,86,86,135,37,0.679853405678,1.79983198978,100,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.309697933133,1,1.04023051531,87.0,1.3
0,0,1,0,24,2,1,0,2,2,1,1,31,1,49,157,49,157,27,0.429922583704,1.2699313087,40,[ 1.9],1,11,21,31,41,51,61,71,76,1,0.33963541903,1,1.11014974602,23.0,1.4
1,1,0,0,24,1,2,1,1,0,1,1,32,1,32,110,32,110,94,0.2999213729,1.44990083732,19,[ 1.8],2,13,23,33,43,53,63,73,78,1,0.439642058918,1,1.57010235343,2.0,1.0
