cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
1,1,0,0,8,1,2,1,1,0,1,1,1,1,145,31,145,31,133,2.97942210891,nan,128,[ 1.9],2,13,23,33,43,53,63,73,78,0,4.58899109418,0,nan,117.0,1.4
0,0,1,1,8,2,1,0,1,1,1,1,2,1,55,45,45,55,178,4.34923527317,nan,33,[ 1.8],1,12,22,32,42,52,62,72,77,0,2.66927524458,0,nan,14.0,1.1
1,1,0,0,8,1,2,1,1,0,1,1,3,1,17,46,17,46,171,1.24969699956,nan,21,[ 1.6],2,13,23,33,43,53,63,73,78,0,2.08939008732,0,nan,6.0,1.2
0,0,0,0,8,1,2,0,1,1,1,1,4,1,95,135,95,135,156,5.53910343116,nan,46,[ 1.7],1,11,21,31,41,51,61,71,76,0,5.52881283316,1,6.87928835009,-11.0,1.3
0,0,1,1,8,2,1,0,1,1,1,1,5,1,171,116,116,171,19,3.99930536735,nan,124,[ 1.7],1,12,22,32,42,52,62,72,77,0,4.15901919792,1,5.02954742519,99.0,1.2
0,0,1,1,8,2,1,0,1,1,1,1,6,1,94,115,115,94,26,1.78966751971,3.65941879197,123,[ 1.9],1,12,22,32,42,52,62,72,77,1,3.83907536944,1,5.05954101364,96.0,1.3
0,0,0,0,8,1,2,0,1,1,1,1,7,1,156,53,156,53,6,1.67968542033,nan,135,[ 1.9],1,11,21,31,41,51,61,71,76,0,5.29884075667,1,6.26939127708,101.0,1.3
1,1,1,1,8,2,1,1,1,0,1,1,8,1,67,104,104,67,13,1.97963392379,3.38959757573,112,[ 1.5],2,14,24,34,44,54,64,74,79,1,7.87841254807,1,9.15892335546,94.0,1.0
0,0,0,0,8,1,2,0,1,1,1,1,9,1,3,10,3,10,59,1.7496336053,nan,11,[ 2.],1,11,21,31,41,51,61,71,76,0,4.34899221183,0,nan,16.0,1.4
1,1,1,1,8,2,1,1,1,0,1,1,10,1,98,22,22,98,162,0.509880488331,1.95985852569,21,[ 1.5],2,14,24,34,44,54,64,74,79,1,0.779647924617,1,2.20001484206,-19.0,1.1
1,1,0,1,8,1,2,2,2,0,1,1,11,1,156,24,24,156,149,3.72932761844,5.41920809477,129,[ 1.8],2,14,24,34,44,54,64,74,79,1,2.64922854313,1,4.19971409495,55.0,1.0
1,1,1,1,8,2,1,1,1,0,1,1,12,1,30,100,100,30,74,1.11973880368,3.00958875462,116,[ 1.6],2,14,24,34,44,54,64,74,79,1,2.64931356956,1,3.72978249466,101.0,1.2
1,1,1,0,8,2,1,2,2,0,1,1,13,1,85,98,85,98,98,0.8498713187,2.67971426321,83,[ 1.6],2,13,23,33,43,53,63,73,78,1,1.53931374382,1,2.68969179582,71.0,1.4
1,1,1,0,8,2,1,2,2,0,1,1,14,1,115,30,115,30,47,1.23976333218,3.16973072168,97,[ 1.7],2,13,23,33,43,53,63,73,78,1,2.80931492758,1,4.33972403375,115.0,1.3
0,0,0,0,8,1,2,0,1,1,1,1,15,1,142,98,142,98,80,1.29981630691,nan,164,[ 1.6],1,11,21,31,41,51,61,71,76,0,2.84912140388,1,4.29956663577,-163.0,1.0
1,1,0,1,8,1,2,2,2,0,1,1,16,1,95,81,81,95,79,1.26970524382,nan,60,[ 1.7],2,14,24,34,44,54,64,74,79,0,3.72912962409,1,5.39955828333,35.0,1.1
0,0,0,1,8,1,2,0,2,2,1,1,17,1,59,150,150,59,91,1.67965807969,nan,116,[ 1.8],1,12,22,32,42,52,62,72,77,0,2.82919758515,1,4.69957138284,92.0,1.2
1,1,1,0,8,2,1,2,2,0,1,1,18,1,88,143,88,143,39,0.649786472582,1.99972028416,54,[ 1.9],2,13,23,33,43,53,63,73,78,1,3.01924330712,1,4.44993597484,39.0,1.3
0,0,0,1,8,1,2,0,2,2,1,1,19,1,154,164,164,154,25,1.05970625932,nan,164,[ 2.],1,12,22,32,42,52,62,72,77,0,3.70909223653,1,4.67962052388,176.0,1.5
1,1,1,0,8,2,1,2,2,0,1,1,20,1,6,115,6,115,3,0.929816865741,2.58995973415,33,[ 1.8],2,13,23,33,43,53,63,73,78,1,5.00889742692,1,6.34927403077,20.0,1.5
0,0,1,0,8,2,1,0,2,2,1,1,21,1,152,7,152,7,170,1.60970238358,2.69971890212,136,[ 1.6],1,11,21,31,41,51,61,71,76,1,1.84947472916,1,2.52005120812,92.0,1.2
0,0,1,0,8,2,1,0,2,2,1,1,22,1,52,53,52,53,50,3.01947495146,3.99946009737,40,[ 1.5],1,11,21,31,41,51,61,71,76,1,1.66937949957,1,3.31978909846,28.0,1.3
1,1,0,1,8,1,2,2,2,0,1,1,23,1,107,68,68,107,87,0.779772609967,nan,53,[ 1.6],2,14,24,34,44,54,64,74,79,0,3.45900285363,1,4.80953725809,40.0,1.5
0,0,1,0,8,2,1,0,2,2,1,1,24,1,11,152,11,152,95,1.32976723197,nan,130,[ 1.8],1,11,21,31,41,51,61,71,76,0,2.87923336832,1,4.0797983282,71.0,1.3
0,0,1,1,8,2,1,0,1,1,1,1,25,1,8,166,166,8,175,0.919884099712,nan,171,[ 1.8],1,12,22,32,42,52,62,72,77,0,2.86924862501,1,4.60958971607,157.0,1.2
0,0,0,1,8,1,2,0,2,2,1,1,26,1,63,0,0,63,88,1.06973066161,2.89955708155,29,[ 1.9],1,12,22,32,42,52,62,72,77,1,2.40931859304,1,3.41981980414,2.0,1.5
1,1,1,1,8,2,1,1,1,0,1,1,27,1,90,119,119,90,19,1.99963886314,3.66952551663,138,[ 1.5],2,14,24,34,44,54,64,74,79,1,5.138888071,1,6.44933628332,114.0,1.1
0,0,0,1,8,1,2,0,2,2,1,1,28,1,169,79,79,169,163,0.839849019569,2.62974668143,46,[ 1.7],1,12,22,32,42,52,62,72,77,1,3.33916249897,1,4.44964544292,29.0,1.4
1,1,0,0,8,1,2,1,1,0,1,1,29,1,6,99,6,99,143,0.399905900122,2.00980898205,18,[ 1.7],2,13,23,33,43,53,63,73,78,1,1.16954474524,1,2.140039683,5.0,1.3
1,1,0,0,8,1,2,1,1,0,1,1,30,1,18,101,18,101,14,0.959781911777,2.5696726754,19,[ 2.],2,13,23,33,43,53,63,73,78,1,0.809624988528,1,1.90007565246,7.0,1.4
1,1,0,1,8,1,2,2,2,0,1,1,31,1,60,86,86,60,143,0.849754144525,2.0698265041,74,[ 1.9],2,14,24,34,44,54,64,74,79,1,1.20951796943,1,2.7899436302,55.0,1.2
0,0,1,0,8,2,1,0,2,2,1,1,32,1,168,2,168,2,27,0.929838798358,2.57972051253,11,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.70955011723,1,1.95006576777,-27.0,1.5
