cond,cue,colcond,pside,subid,stimcol1,stimcol2,cuecol,probedcol,pcol,delay1,delay2,trialnum,block,ori1,ori2,targori,nontargori,pstartang,DT,CT,resp,ITI,arraytrig,cuetrig,prbontrig,moveontrig,moveofftrig,confontrig,confmovontrig,confmovofftrig,fbtrig,clickresp,confDT,confclicked,confCT,confang,DialConfInterv
0,0,1,0,13,2,1,0,2,2,1,1,1,1,84,154,84,154,176,1.34980275393,2.45973506233,99,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.639578407189,1,1.62012781185,116.0,1.2
1,1,1,0,13,2,1,2,2,0,1,1,2,1,116,61,116,61,145,0.429924316399,1.25994507756,122,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.549667851446,1,1.61011167763,104.0,1.1
0,0,1,1,13,2,1,0,1,1,1,1,3,1,32,43,43,32,2,0.599882523668,1.79986179255,41,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.54959574321,1,1.78008010023,22.0,1.0
0,0,1,1,13,2,1,0,1,1,1,1,4,1,86,146,146,86,165,0.679857165605,1.98984175247,160,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.359673770329,1,1.4101792791,119.0,1.0
1,1,0,1,13,1,2,2,2,0,1,1,5,1,13,176,176,13,153,0.279881502135,1.14987305946,165,[ 1.6],2,14,24,34,44,54,64,74,79,1,0.569696214017,1,1.24020875334,144.0,1.4
1,1,0,0,13,1,2,1,1,0,1,1,6,1,155,25,155,25,111,0.559920440581,1.86991163737,155,[ 1.7],2,13,23,33,43,53,63,73,78,1,0.309673319653,1,1.46024132222,130.0,1.3
0,0,1,0,13,2,1,0,2,2,1,1,7,1,142,54,142,54,119,1.21971619401,2.52957399056,44,[ 2.],1,11,21,31,41,51,61,71,76,1,0.389672298119,1,1.82015304973,71.0,1.3
0,0,0,1,13,1,2,0,2,2,1,1,8,1,172,20,20,172,68,0.739903194695,2.15981768635,23,[ 1.9],1,12,22,32,42,52,62,72,77,1,0.549668752798,1,1.42021374082,51.0,1.1
0,0,1,1,13,2,1,0,1,1,1,1,9,1,150,46,46,150,25,0.649846319325,1.57986167237,46,[ 1.8],1,12,22,32,42,52,62,72,77,1,0.299689634141,1,1.87021809736,56.0,1.1
1,1,0,1,13,1,2,2,2,0,1,1,10,1,167,65,65,167,106,0.299880720962,1.61987272897,65,[ 1.5],2,14,24,34,44,54,64,74,79,1,0.329756063852,1,1.18020749144,80.0,1.3
1,1,1,1,13,2,1,1,1,0,1,1,11,1,124,0,0,124,138,0.319915993907,1.90974392563,179,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.309700961142,1,0.980308142522,171.0,1.3
1,1,1,0,13,2,1,2,2,0,1,1,12,1,30,63,30,63,72,0.319916294358,1.83989928883,169,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.459745277662,1,0.980275693816,153.0,1.0
1,1,0,1,13,1,2,2,2,0,1,1,13,1,47,65,65,47,113,0.0499929394018,1.55985794678,56,[ 1.7],2,14,24,34,44,54,64,74,79,1,0.279696724784,1,0.990183365231,73.0,1.0
1,1,1,1,13,2,1,1,1,0,1,1,14,1,115,160,160,115,62,0.669818197113,2.06978965427,162,[ 1.8],2,14,24,34,44,54,64,74,79,1,0.359701111368,1,1.18021289956,148.0,1.3
1,1,0,0,13,1,2,1,1,0,1,1,15,1,93,174,93,174,113,0.729855813576,1.58987600388,105,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.459642823878,1,1.59016383592,121.0,1.4
0,0,0,1,13,1,2,0,2,2,1,1,16,1,92,6,6,92,75,0.659844126033,1.96977763623,7,[ 1.6],1,12,22,32,42,52,62,72,77,1,0.339678757815,1,1.55023149748,19.0,1.0
1,1,1,1,13,2,1,1,1,0,1,1,17,1,13,100,100,13,165,0.349950575815,1.70989955924,110,[ 1.5],2,14,24,34,44,54,64,74,79,1,0.279715052293,1,1.31023906884,99.0,1.2
1,1,0,0,13,1,2,1,1,0,1,1,18,1,1,36,1,36,116,0.339933840695,1.45989339999,6,[ 1.5],2,13,23,33,43,53,63,73,78,1,0.439697385776,1,1.12026211343,16.0,1.1
0,0,0,0,13,1,2,0,1,1,1,1,19,1,5,145,5,145,84,0.839820871128,2.5796543612,4,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.399679118357,1,1.18021680543,13.0,1.1
1,1,0,0,13,1,2,1,1,0,1,1,20,1,63,57,63,57,37,0.819790104948,2.28981230828,15,[ 1.6],2,13,23,33,43,53,63,73,78,1,0.389672899021,1,1.0403493644,28.0,1.5
1,1,1,0,13,2,1,2,2,0,1,1,21,1,65,4,65,4,94,0.72987864785,2.09973740585,37,[ 1.7],2,13,23,33,43,53,63,73,78,1,0.519693960635,1,1.4302019331,60.0,1.4
0,0,1,1,13,2,1,0,1,1,1,1,22,1,24,142,142,24,26,0.74983550309,1.77995000496,133,[ 1.5],1,12,22,32,42,52,62,72,77,1,0.459674972133,1,1.19017795711,116.0,1.0
1,1,1,0,13,2,1,2,2,0,1,1,23,1,1,101,1,101,76,0.599880420511,1.74991061583,164,[ 2.],2,13,23,33,43,53,63,73,78,1,0.369701321684,1,1.08022101174,148.0,1.2
0,0,0,1,13,1,2,0,2,2,1,1,24,1,67,144,144,67,144,0.619834271241,1.53989748613,153,[ 1.7],1,12,22,32,42,52,62,72,77,1,0.349697596092,1,1.08020989505,132.0,1.2
1,1,1,1,13,2,1,1,1,0,1,1,25,1,53,157,157,53,7,0.509892949317,1.83985572344,150,[ 1.5],2,14,24,34,44,54,64,74,79,1,0.299686629632,1,2.08012606923,129.0,1.3
0,0,0,1,13,1,2,0,2,2,1,1,26,1,83,13,13,83,39,0.529915903771,1.71987453167,10,[ 1.9],1,12,22,32,42,52,62,72,77,1,0.379677495921,1,1.32044959484,25.0,1.4
0,0,1,0,13,2,1,0,2,2,1,1,27,1,53,155,53,155,125,0.539904096047,1.85988949413,42,[ 1.9],1,11,21,31,41,51,61,71,76,1,0.339721121403,1,1.18020148243,69.0,1.0
0,0,1,0,13,2,1,0,2,2,1,1,28,1,109,100,109,100,26,0.859839018366,1.7898495642,53,[ 1.8],1,11,21,31,41,51,61,71,76,1,0.29968632918,1,0.970229814952,118.0,1.1
